subject,month,speaker_category,classifier,annotation
01,06,male_correct,MAN,FAT
01,06,male_correct,MAF,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_correct,MAN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,OLN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,OLN,FAT
01,06,male_incorrect,OLN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,CHN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,SIL,FAT
01,06,male_incorrect,OLN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,OLN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,OLN,FAT
01,06,male_incorrect,OLF,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,OLN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,NOF,FAT
01,06,male_incorrect,CHN,FAT
01,06,male_incorrect,FAN,FAT
01,06,male_incorrect,CHN,FAT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAF,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAF,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAF,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAF,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
01,06,female_correct,FAN,MOT
