subject,month,speaker_category,classifier,annotation
21,06,male_correct,MAN,FAT
21,06,male_correct,MAF,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,ADM
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,ADM
21,06,male_correct,MAN,ADM
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,ADM
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,ADM
21,06,male_correct,MAN,ADM
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,ADM
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_correct,MAN,FAT
21,06,male_incorrect,OLN,LMV
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,FAF,FAT
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,OLN,FAT
21,06,male_incorrect,TVF,GRP
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,OLN,FAT
21,06,male_incorrect,CHF,FAT
21,06,male_incorrect,OLN,FAT
21,06,male_incorrect,OLN,FAT
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,OLF,FAT
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,CHN,FAT
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,OLN,ADM
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,OLF,ADM
21,06,male_incorrect,FAN,ADM
21,06,male_incorrect,FAN,FAT
21,06,male_incorrect,OLN,ADM
21,06,male_incorrect,FAN,ADM
21,06,male_incorrect,OLN,ADM
21,06,male_incorrect,OLN,FAT
21,06,male_incorrect,OLN,FAT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAF,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAF,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAF,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAF,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAF,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAF,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
21,06,female_correct,FAN,MOT
