tier,word,utterance_type,object_present,speaker,timestamp,basic_level
*FAN,ad,d,n,GRM,25411850_25413430,NA
*OLN,animals,d,n,TOY,36484720_36494590,NA
*OLN,animals,d,n,TOY,38832320_38835180,NA
*FAN,baba,d,n,MOT,886750_888290,baba
*CXN,baba,d,n,MOT,892690_894010,baba
*OLN,baby,d,n,TOY,17106590_17109650,baby
*FAN,baby,q,y,GRM,23729590_23730600,baby
*OLN,baby,q,n,AD1,40286900_40304380,baby
*MAN,backpack,d,n,GRP,25900910_25901910,backpack
*FAN,ball,q,y,AD1,36479690_36480690,ball
*OLN,ball,d,y,TOY,36484720_36494590,ball
*OLN,ball,i,y,AD1,38820760_38829000,ball
*CXN,ball,s,n,TOY,38843000_38843950,ball
*OLN,ball,s,n,TOY,38851210_38857830,ball
*OLN,ball,d,n,TOY,38929210_38939270,ball
*OLN,ball,i,y,AD1,40917310_40921140,ball
*OLN,banana,n,n,GRM,21027190_21028000,banana
*FAN,banana,n,n,GRM,21028000_21029000,banana
*FAN,bananas,n,n,GRM,21028000_21029000,banana
*FAN,beetles,q,n,GRM,24029400_24030600,beetle
*MAN,bed,d,n,GRM,25835470_25836470,bed
*FAN,bed,d,n,GRM,25840330_25841330,bed
*OLN,bed,q,n,GRM,26480300_26481110,bed
*FAN,bed,d,n,GRM,26636100_26638290,bed
*MAN,bed,n,n,GRP,27119060_27121090,bed
*FAN,bed,d,y,MOT,41618950_41619950,bed
*FAN,belly,n,y,GRM,27062300_27063590,belly
*FAN,belly,n,y,GRM,27062300_27063590,belly
*OLN,belly,n,y,GRM,27063590_27064390,belly
*OLN,belly,d,y,GRM,27065390_27068000,belly
*MAN,birdies,d,n,GRM,7272350_7273350,birdie
*MAN,birdies,n,n,GRM,7277560_7278560,birdie
*FAN,birdies,n,n,GRM,33302430_33303430,birdie
*FAN,birdie,q,n,GRM,33296570_33297570,birdie
*FAN,birdie,q,n,GRM,33305350_33306790,birdie
*MAN,birdie,n,n,GRM,33321200_33322200,birdie
*OLN,blocks,q,n,GRM,18404040_18405780,block
*MAN,book,d,n,GRM,25997580_25998810,book
*FAN,book,q,y,GRM,26932240_26933290,book
*FAN,book,q,n,GRM,27553150_27554150,book
*FAN,book+bag,d,n,GRM,25276900_25277900,bag
*MAN,books,i,n,GRM,27075900_27077090,book
*FAN,bottle,d,n,GRM,23425950_23427220,bottle
*FAN,bottle,q,n,GRM,27276180_27277240,bottle
*NOF,bottle,n,n,GRM,27277240_27280020,bottle
*OLN,bottle,q,n,AD1,35302170_35305900,bottle
*FAN,bottle,d,n,AD1,39022710_39025810,bottle
*OLN,bottle,d,n,AD1,39087160_39098970,bottle
*OLN,bottle,d,y,AD1,39109000_39109800,bottle
*CHN,bottle,d,y,AD1,39110530_39111540,bottle
*CHN,bottle,d,y,AD1,39112630_39113400,bottle
*CHN,bottle,d,y,AD1,39114430_39115250,bottle
*FAN,bouncy,q,n,AD1,36682830_36684010,bouncy
*OLN,bouncy,q,n,AD1,36684010_36713030,bouncy
*OLN,bouncy,i,n,AD1,36684010_36713030,bouncy
*TVN,bridge,d,n,TVN,9177200_9178200,bridge
*TVN,bridge,q,y,TVN,9180270_9181270,bridge
*FAN,Bubble+Guppies,q,n,GRM,8797200_8798930,Bubble+Guppies
*CHN,butt,s,y,AD1,40483520_40484010,NA
*OLN,cake,d,n,TOY,17098460_17102140,cake
*FAN,car,d,n,GRM,26262180_26263330,car
*FAN,car,q,y,AD1,40760140_40761710,car
*FAN,cat,n,y,GRM,26639350_26640370,cat
*FAN,cat,d,y,GRM,31635900_31638190,cat
*FAN,cat,d,y,GRM,32701460_32702480,cat
*FAF,cereal,q,n,GRM,20992030_20992830,cereal
*MAN,chair,d,n,GRM,25978280_25980030,chair
*FAN,chair,q,n,GRM,32087280_32088730,chair
*MAN,Chobani+Blip,d,n,TVN,34700370_34701420,NA
*OLN,Chobani+Blip,d,n,TVN,34701420_34748700,NA
*FAN,Cookie+Monster,q,y,AD1,35091980_35093050,Cookie+Monster
*FAN,Cookie+Monster,d,y,AD1,36420270_36421810,Cookie+Monster
*CXN,Cookie+Monster,d,y,AD1,36421810_36423670,Cookie+Monster
*OLN,Cookie+Monster,q,y,AD1,36456100_36462690,Cookie+Monster
*OLN,Cookie+Monster,q,y,AD1,36463560_36464780,Cookie+Monster
*OLN,Cookie+Monster,n,y,AD1,36819730_36843300,Cookie+Monster
*OLN,Cookie+Monster,n,y,AD1,36819730_36843300,Cookie+Monster
*TVN,Daisy+Duck,i,y,TVN,8982400_8983750,Daisy+Duck
*FAN,Daisy+Duck,d,y,GRM,8985350_8986560,Daisy+Duck
*OLN,diape,d,n,GRM,22856920_22857770,diapey
*FAN,diapey,s,y,GRM,16017140_16021010,diapey
*FAN,diapey,s,y,GRM,16017140_16021010,diapey
*FAN,diapey,s,y,GRM,16017140_16021010,diapey
*FAN,diapey,d,n,GRM,31791650_31792650,diapey
*FAN,diapey,d,y,GRM,31864830_31865830,diapey
*CXN,diapey,d,n,AD1,37047230_37048360,diapey
*OLN,diapey,d,n,AD1,37048360_37051010,diapey
*CXN,diapey,d,n,AD1,37055160_37056170,diapey
*OLN,diapey,d,y,AD1,37077950_37082310,diapey
*CHN,diapey,d,y,AD1,37092840_37093940,diapey
*OLN,diapey,d,y,AD1,37122720_37125230,diapey
*OLN,diapey,d,y,AD1,37139760_37142350,diapey
*OLN,diapey,d,y,AD1,37150940_37151740,diapey
*CHN,diapey,n,y,AD1,37151740_37152640,diapey
*CHN,diapey,d,y,AD1,37153720_37154610,diapey
*OLN,diapey,q,y,AD1,40305380_40336400,diapey
*OLN,diapey,q,y,AD1,40305380_40336400,diapey
*OLN,diapey,q,y,AD1,40305380_40336400,diapey
