02,06,male_incorrect,OLN,1
02,06,female_correct,FAN,163
02,06,female_correct,FAF,8
02,06,female_incorrect,TVN,46
02,06,female_incorrect,MAN,35
02,06,female_incorrect,OLN,31
02,06,female_incorrect,NOF,8
02,06,female_incorrect,TVF,7
02,06,female_incorrect,CHN,7
02,06,female_incorrect,OLF,6
02,06,female_incorrect,MAF,6
02,06,female_incorrect,SIL,5
02,06,female_incorrect,CXN,3
02,06,child_correct,CHN,2
02,06,child_correct,CXN,1
02,06,child_incorrect,FAN,2
02,06,child_incorrect,OLN,1
